Protein	Protein State	Deut Time	MS File	Start Idx	End Idx	z	maxD	#D left	#D right	Start RT	End RT	Confidence	Theor mono m/z	mono inty	m+1 inty	m+2 inty	...																													
	+977A	15s	N66428_23_01_44	75	91	2	13	1.4178	0	11.95	12.25	Medium	1056.5443	5541.0479	13079.077	16564	15381.8862	9867.8826	4286.9002	2147.115	950.0889	535.0727	340.9603	418.0492	430.9395	535.0727	202.9586	495.8964	742.0753	1389.1164	1003.9247	747.8885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	78	88	2	7	0.5525	0	13.56	13.86	High	681.8275	715664.6977	918081	742856.2018	350463.6054	101607.4081	34266.0582	9652.2135	4006.5792	1372.8838	560.3607	238.1533	308.1984	140.0902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	78	91	2	10	0.9904	0	13.15	13.42	Medium	830.9277	28070.5772	64241	63929.279	40006.1599	14785.1835	5914.8576	2192.83	1023.386	722.4478	563.6465	442.0949	411.707	281.3331	455.8185	380.3389	405.8255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	79	85	1	4	0.1523	0	13.6	13.72	Medium	923.441	16330	10334.9825	3013.0825	749.0346	517.0481	332.9042	330.9108	198.098	559.9071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	79	88	2	6	0.4923	0	13.61	13.91	Medium	617.7982	1222391	1172197.147	938518.7389	514510.3127	191225.3381	48104.7744	11098.2322	2667.3062	951.277	951.277	2443.4763	1007.2345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	79	91	2	9	0.9721	0	13.15	13.44	Medium	766.8985	76902.5389	152885.0299	163402	80286.0212	37938.8851	11768.6342	4951.8024	2470.9145	850.234	655.7523	565.9915	628.3254	294.2159	446.3105	291.7225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	82	88	1	4	0.3934	0	13.64	13.75	Medium	830.4043	135648	112559.0719	39076.4264	8054.5599	2067.085	1073.6568	2497.5706	1423.4263	785.9765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	89	99	2	8	1.071	0	8.47	8.57	Medium	662.369	4811.9224	11655	11475.9112	7561.0334	2655.0316	1207.0266	526.9515	313.0053	189.9373	460.9714	216.0803	174.9984	778.9563	125.9135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	89	102	2	11	1.6752	0	10.21	10.33	Medium	839.5005	22810.0354	81520.9274	130282	122147.2027	66084.2946	28169.6184	9937.8915	4240.3526	1498.9338	817.0581	1226.5811	624.2244	393.6192	574.525	278.3166	449.2826	357.8357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	89	106	3	14	2.3265	0	11.21	11.5	High	708.0587	12673.7646	45986.622	97368.2477	125332	111677.1518	68819.2877	38126.4782	19170.336	8015.0517	3782.8137	1784.31	940.9223	493.4105	395.8759	175.9448	393.9634	1135.9916	1520.3928	3056.0851	3346.7765	3662.3297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	89	113	4	21	2.4244	0	10.27	10.56	Medium	734.9171	7216.9477	17225.988	26010.0885	33443.1138	34591	33322.2558	22884.1436	13449.8381	9577.1074	3788.0664	2438.0466	1295.9658	949.2249	475.8208	738.1194	339.13	672.149	761.8688	1377.7691	968.7522	1366.1583	1218.9122	1523.9597	1203.0793	1076.9438	1452.1838	1314.9653	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	91	97	1	4	0.5555	0	9.25	9.36	Medium	862.4669	2640.9856	3476	1465.9825	533.0026	174.9801	131.0097	154.9839	139.0188	299.9963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	99	2	5	0.6664	0	8.3	8.6	High	513.2687	132599.8903	185726	128306.3847	41311.1757	11967.9698	3434.8045	1261.1287	892.7091	909.7131	580.9694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	102	2	8	1.2973	0	10.46	10.75	High	690.4003	222952.8863	583664.7903	717954	554381.4604	241905.4343	97110.159	27423.9408	6860.974	2358.3745	999.9259	419.2987	495.9854	517.8958	276.8808	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	106	2	11	2.209	0	11.62	11.92	High	912.4842	10197.6995	63836.0522	134616.1215	163520	121611.3722	67471.4934	32047.7742	13561.1688	5466.8852	2253.1252	885.7801	623.7888	399.2248	316.8847	316.8847	391.7394	1097.8683	3178.8278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	111	3	16	2.1185	0	11.99	12.28	High	785.4215	2968.0031	7329.0046	14186.0184	16729	14494.1271	10408.0494	7686.8906	3227.1003	1625.0372	856.9353	324.9564	335.9329	276.966	119.976	229.9966	110.0206	303.0033	651.9549	715.0062	912.0732	911.0521	928.9209	628.9808	2025.0425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	113	3	18	2.1835	0	10.54	10.67	Medium	880.1535	654.9818	1416.9962	2787.9826	3741	3723.0185	3158.9715	1963.0046	1198.0219	675.0183	461.0104	335.026	308.9957	220.9722	233.9873	191.0031	343.9882	328.0047	791.013	384.0041	675.0183	627.0107	513.0139	469.0022	596.0141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	113	4	18	2.2111	0	10.5	10.79	Medium	660.3669	8861.0412	22259.7966	42020.7258	46394.3948	56882	42856.5748	26411.2669	16666.6387	5607.0454	3018.7777	1437.3479	611.0464	802.8664	383.6399	451.3411	300.3154	1097.9741	928.7211	2451.9974	1768.91	3103.8381	2029.2991	1913.8599	1164.8073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	114	3	19	2.2718	0	11.19	11.45	Medium	917.8482	1278.9986	3459.9882	5111.9889	7536.0306	7721	6804.0466	4816.9803	2549.0434	1414.957	563.0374	334.9478	375.9474	202.0526	122.0562	79.9963	170.9494	217.9576	301.9596	547.0146	578.9425	910.9449	709.0101	496.9433	918.0138	690.9844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	117	3	22	2.8084	0	11.2	11.33	Medium	1036.891	742.9637	2739.979	6050.0319	9566.0733	12118	11000.0412	8540.9387	5187.987	3685.048	1546.0227	847.9919	629.0598	247.9627	222.0755	215.049	178.0672	306.0241	485.0159	353.9155	565.0814	894.9587	644.0374	546.0358	690.0797	703.0234	1208.9339	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	92	117	4	22	2.6526	0	11.17	11.46	Medium	777.9201	4800.3812	16467.3137	31156.9766	50323.3413	67771	56925.1581	40871.4921	28067.0285	13762.058	7701.0855	3325.7273	2183.0256	1176.8276	770.4188	758.0094	408.4771	730.0881	792.1353	1740.4226	2253.3457	2988.6044	2503.6025	2523.2508	1322.6384	1920.3593	1284.376	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	93	102	2	7	1.5902	0	10.52	10.75	Medium	633.8583	12865.0023	28531.1927	36244	20686.207	9041.7816	6873.8335	5430.9313	4090.896	1841.0968	1335.0578	899.256	775.9263	814.0866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	94	102	2	7	1.1939	0	10.49	10.74	Medium	576.8368	14823.8343	27945	23593.0252	12568.9604	5504.1437	2111.1726	813.1703	567.9826	504.8734	1306.1041	793.1289	1136.818	1127.0105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	95	106	2	9	0.7003	0	11.77	11.89	Medium	742.3787	9028.0078	12962	9153.9984	5748.0986	2469.9696	1179.0109	536.004	357.0063	213.0171	127.9685	160.999	113.9256	114.9145	71.0057	161.9879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	96	105	3	7	1.2574	0	10.56	10.72	Medium	424.5617	1423.03	3818.0163	4651.0121	2745.0177	1980.9542	443.9503	71.0145	205.0434	125.0425	73.9734	75.9461	200.9886	51.9458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	98	106	2	6	1.1354	0	6.09	6.4	Medium	554.8072	158766.5827	449756.8623	472944	321870.3799	149081.8212	37923.5633	9598.1616	3132.0317	1096.9328	526.8164	512.3831	555.683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	98	111	2	11	1.3433	0	7.78	8	Medium	819.9515	3822.0327	10862.949	15792	11803.9387	6211.014	2924.8996	1508.9571	883.8797	794.9616	504.1102	493.9895	386.0347	426.9997	387.9625	473.9889	551.0995	575.9194	921.953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	98	113	3	13	1.4768	0	5.79	6.09	Medium	641.7021	17570.5757	38232.8456	57268	55120.0677	33929.9901	15276.7098	6221.8381	2918.6712	1249.6107	545.2847	468.3856	244.679	425.5667	239.4359	175.6446	179.14	2079.7717	3611.6372	5000.1907	4224.2086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	98	117	3	17	1.7723	0	7.68	7.98	Medium	798.4396	6021.8709	12767.0788	21616	20521.924	16424.004	10909.0957	6422.9552	3380.8499	1575.9708	1024.1501	655.0603	407.0213	353.9173	500.036	242.1018	218.0236	683.0966	718.0595	1286.0423	980.9412	929.1565	750.0539	2225.094	2514.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	100	106	1	4	1.2613	0	5.32	5.58	Medium	817.4488	4145.9173	10226.0467	11488	4495.9827	1653.0379	586.0133	342.0018	154.9613	53.9911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	100	111	2	9	1.3377	0	7.59	7.7	Medium	674.3724	1647.0549	3601.024	3555.0535	3374.9468	1512.0304	820.0297	398.9664	256.9463	129.0284	74.9519	53.9654	69.9551	351.9965	512.005	304.0273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	111	2	7	0.3533	0	5.92	6.22	Medium	497.2408	189919	147962.0719	77819.4081	30005.6661	9876.3096	3384.8385	1451.8871	562.2078	510.0442	521.6361	1272.2124	901.2712	831.7197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	113	2	9	0.4929	0	4.11	4.41	Medium	639.3389	362553	337115.9252	253767.7373	97167.634	34637.1303	9991.1607	3972.1226	2345.6546	7479.54	8652.3673	4907.0651	2345.6546	901.7493	879.6205	973.6679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	114	2	10	0.6048	0	6.55	6.8	Medium	695.8809	22486.0877	29057	17489.1793	10451.8297	4437.8044	2618.1672	1390.8874	1097.8123	826.0195	998.9383	450.9189	545.8025	246.0767	153.8533	160.0607	297.9523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	116	2	12	0.6634	0	6.76	6.91	Medium	817.4236	12768.1324	17683	15609.9323	9359.9693	3016.107	1066.8892	492.9708	212.8921	253.9056	168.9106	117.1042	230.9704	304.0931	465.9883	250.9375	393.9449	528.0481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	117	2	13	0.9585	0	7	7.3	Medium	874.4451	117276.1705	245801	229471.457	138811.3647	69577.703	28663.8343	8610.0754	3400.6737	1784.2215	1195.3978	685.334	872.8575	955.3678	730.3396	587.8218	434.0526	1510.4372	4030.7525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	118	2	14	1.658	0	8.41	8.54	Medium	955.9768	9527.9453	19825.9147	21450	14530.965	8015.0091	5068.9026	3905.1056	2787.0758	1829.8854	1227.0647	1065.8984	925.0005	876.9449	1363.059	788.0255	1245.0447	1570.9733	1420.9219	3819.1284	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	124	3	20	2.6168	0	10.45	10.75	High	901.4282	10744.7825	60983.342	174150.4104	246125.0751	319264	230765.6086	179187.4191	82446.6498	42311.336	16108.1738	7242.2591	2799.559	2288.0639	1138.4178	938.6911	661.0224	1411.2152	2346.5205	4816.311	6867.1627	7734.2686	4752.983	4036.8899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	103	125	3	21	2.7287	0	10.93	11.23	High	935.7646	5420.7559	29299.9061	82690.1284	137734.8986	162809	150218.5367	104109.8156	62455.4553	30373.1263	13979.1904	6178.4693	2916.5754	1709.2026	1271.9647	1073.2202	626.0451	1189.9826	2109.1759	4203.4459	5989.662	6094.0029	5952.3974	4369.8944	3309.0957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	107	113	1	5	0.2584	0	3.13	3.22	High	833.5026	74078	48814.5026	16661.4743	4100.9382	1087.4042	351.5413	128.8608	73.4733	24.8679	92.6893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	107	116	2	8	0.4377	0	3.68	3.89	Medium	595.3397	15261	15141.073	8481.9816	3194.948	910.9794	553.9928	241.0183	363.0411	174.8838	226.1148	345.1103	363.9726	275.9485	303.8927	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	107	117	2	9	0.6357	0	3.73	3.91	High	652.3612	163639.0401	187717	139669.9266	64534.4321	21457.0542	6112.5823	2102.4533	839.2627	372.3691	446.8429	277.8446	1956.37	131.7614	211.964	148.9476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	107	118	2	10	0.7201	0	4.69	4.96	Medium	733.8928	55618.5256	79673	63834.4428	30004.267	12247.2847	3981.5225	1579.2359	621.2391	372.014	258.9509	238.2835	188.4385	275.9712	325.8162	271.1082	453.4681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	112	124	2	11	2.7786	0	7.57	7.79	Medium	864.4104	4083.0862	6281.0379	14197	13695.9294	12450.0769	7462.9839	5005.94	2337.0296	1584.0156	944.0837	741.9657	451.895	725.0684	503.0203	1054.9995	412.9012	636.8991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	114	124	2	9	1.8169	0	9.01	9.32	Medium	722.3124	10474.5593	38946.6916	66062	61534.8856	35468.9484	13625.697	4917.2265	1994.9141	1007.0335	887.0765	845.7468	704.621	700.5888	980.8244	681.4361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	114	125	2	10	1.8602	0	10.1	10.38	Medium	773.817	7572.1634	23761.3638	46297.8944	47903	28032.8743	12269.8017	6244.0774	2547.0718	1099.1145	1303.7728	795.0508	806.0146	483.6779	523.8786	534.8424	1979.876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	118	124	1	5	1.4475	0	8.94	9.2	Medium	973.405	18296.3639	60191.1257	66235	42538.5659	14997.5	3630.3673	967.222	288.0442	341.6103	429.5396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	119	125	1	5	1.1798	0	7.66	7.81	Medium	913.3509	3904.9642	7545.0529	7992	3613.0157	1276.9395	621.9455	213.0468	214.998	149.9986	249.9977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	125	131	1	5	0.2522	0	5.95	6.16	High	840.3556	58873	36482.6643	13680.8868	2994.1819	828.2735	643.2146	248.8414	466.2407	250.6381	1944.0173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	125	132	1	6	0.2869	0	8.5	8.61	High	971.3961	25987	21978.019	8788.0353	2830.8719	833.9156	477.8261	84.8587	57.1012	42.8259	111.0301	59.0839	360.0549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	126	132	1	5	0.2543	0	7.66	7.94	Medium	868.3869	139001	85947.9442	30347.5442	8265.6122	2089.204	668.1211	456.0192	632.0638	445.4141	5196.4973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	130	137	1	6	0.2861	0	10.44	10.64	Medium	993.3805	8722	7219.9554	3233.0026	1230.9419	580.0027	122.9744	101.9463	29.0134	64.9475	200.9647	114.0574	62.9512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	133	148	2	13	1.7981	0	12.29	12.56	Medium	937.9533	2194.9938	6134.0536	10469.9364	10680	6566.0774	3942.9709	1623.9597	1051.9478	381.0153	279.9762	248.0348	336.0366	293.0135	418.9865	371.0744	95.9872	207.9451	152.0476	409.0455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	136	148	2	10	1.3138	0	10.94	11.24	Medium	756.8738	47978.7645	138755.4418	176494	132760.5778	64565.6324	24362.878	9230.2899	3800.979	1589.9352	862.7954	682.357	636.5741	749.6847	1250.6033	1746.1356	1902.336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	138	148	2	8	0.9647	0	9.42	9.73	Medium	623.8375	1126505.267	1465045.652	1472799	1050971.927	645797.6969	186956.8152	37845.3272	6584.7274	2179.9268	1123.6736	629.2572	674.2042	516.8899	809.045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	138	149	2	9	1.2074	0	10.65	10.94	Medium	689.3578	16272.29	35984.1923	39422	21278.917	9675.7896	2974.0195	2074.1139	594.9242	1228.9486	2065.0908	1699.9553	1185.0361	529.9578	581.0888	484.8422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	140	148	1	6	0.7105	0	8.23	8.39	Medium	970.5204	7394.9498	12188.1026	6605.819	2200.2275	604.2221	282.9664	119.07	150.822	96.1899	30601	11195.8522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	142	148	1	5	0.4216	0	9.55	9.69	Medium	728.3825	65683.3165	44648.8244	13613.2636	3635.2293	869.0208	8719.5247	1359.0229	1222.9112	137232	36777.3803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	144	151	1	6	0.3389	0	13.67	13.74	Medium	905.4285	112005	79831.442	32096.6491	8304.4525	1363.8512	574.2531	293.9629	198.2541	179.4541	367.4537	420.4353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	148	155	1	6	0.2227	0	8.19	8.5	High	904.4808	549478	454682.8788	160428.9624	42366.8625	8719.8767	1861.3583	846.8342	1324.7505	1089.9846	1014.5241	2590.8095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	149	155	1	5	0.2327	0	3.96	4.04	High	791.3968	27890	16899.9739	4928.1483	1260.9761	337.0547	180.0179	136.1837	62.985	71.0709	17.8741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	149	156	2	6	0.2181	0	8.2	8.45	Medium	452.7441	1460448	1386996.614	820578.565	299243.0876	62999.7176	12657.8846	4078.1565	1894.2257	824.5453	557.1252	490.2702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	150	156	1	5	0.1758	0	8.16	8.47	Medium	773.4403	152739	83190.1406	24182.801	3934.1334	822.7187	184.1212	417.1859	1410.0419	647.9201	1391.3967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	156	172	2	14	4.0109	0	12.77	13.03	Medium	1024.5346	628.7954	1592.8786	4315.9177	12913.8064	23117.1079	32614.8425	34226	24013.8202	14166.1746	6906.8261	3434.873	1623.1694	483.0861	323.7983	313.8754	130.0416	251.2048	307.0861	392.2137	486.2197	719.1455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	157	172	2	13	4.4431	0	10.78	11.08	High	967.9926	18376.9872	64779.6794	230773.8593	682652.4368	1247674.918	1563058.881	1631468	1422207.791	932639.4727	413347.542	149718.5129	47876.5528	11730.2496	2917.7212	1498.7547	727.0361	1200.025	1548.543	3888.593	8269.963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	158	172	2	12	4.4588	0	9.48	9.62	Medium	894.4584	870.9361	1646.9529	4761.1176	12552.0831	23499.1193	31822.2395	33088	20619.2238	11479.1908	5328.1096	1614.135	903.2491	712.9054	614.9566	476.1118	517.0079	413.0004	456.9259	526.0959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	161	167	1	4	1.6642	0	5.15	5.39	Medium	815.4145	1629.0339	6344.0055	9167.0504	5846.0311	2096.0023	600.0121	608.0925	167.0563	118.0105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+977A	15s	N66428_23_01_44	161	172	2	9	3.7704	0	9.59	9.89	Medium	709.8396	12898.438	41545.6942	134897.2039	264511.5369	359796.5648	408752	297817.9484	148937.0414	53452.4245	15910.9842	4621.7324	6723.6539	5650.8631	4353.5347	1808.7752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
